Nome,Descrição,Imagem,id_
Terrax,"Tyros was once the dictator of the city Lanlak on the planet Birj, where his superhuman ability to command rocks and earth enabled him to overcome all resistance, but his rule of Lanlak came to an end when he was sought by the world-devouring Galactus to serve as his latest Herald.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B79550B79550
Terror,"In the distant past, Terror battled a green bear-like demon that threatened early mankind, sacrificing his own form to overcome it; he was then cursed to wear its decayed form but gained its power.",http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c0032410b8d8.jpg,M52325M52325
Texas Twister,,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0035e44d390.jpg,P57391P57391
Thaddeus Ross,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,T51544T51544
Thanos,"The Mad Titan Thanos, a melancholy, brooding individual, consumed with the concept of death, sought out personal power and increased strength, endowing himself with cybernetic implants until he became more powerful than any of his brethren.",http://i.annihil.us/u/prod/marvel/i/mg/6/40/5274137e3e2cd.jpg,D59548D59548
Thanos (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/5317734cbc1d0.jpg,Y81141Y81141
The 198,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H14433H14433
The Anarchist,,http://i.annihil.us/u/prod/marvel/i/mg/1/60/4c003aacdeca9.jpg,Q54334Q54334
The Call,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R93546R93546
The Captain,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W74779W74779
The Collector (Taneleer Tivan),"The Collector is one of the oldest living beings in the universe, having been among the first of the universe's races to become sentient in the wake of the Big Bang.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X32108X32108
The Enforcers,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E57411E57411
The Executioner,,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/4ce5a2ab860be.jpg,Q11535Q11535
The Fallen,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,G68906G68906
The Fury,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c002f0d934b6.jpg,C89319C89319
The Hand,,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/52bc82337d577.jpg,C70533C70533
The Hood,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/539a09a2863cf.jpg,N57951N57951
The Howling Commandos,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a603588f5.jpg,T28878T28878
The Hunter,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4cd05f86b27e1.jpg,U47835U47835
The Initiative,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/52740ddd98c4b.jpg,U12289U12289
The Leader (HAS),"What the Hulk has in strength, the Leader has in brains. Hulk's arch nemesis was affected by the same Gamma radiation that transformed Bruce Banner; but, instead of Hulk-ified muscles, the Leader got a Hulk-ified head. He's smart, sinister, and obsessed with destroying the Hulk!",http://i.annihil.us/u/prod/marvel/i/mg/5/50/523215acd4a50.jpg,H97290H97290
The Liberteens,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,T66469T66469
The Liberty Legion,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O37498O37498
The Order,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C77088C77088
The Phantom,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z84643Z84643
The Professor,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P54748P54748
The Renegades,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S45150S45150
The Santerians,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y97762Y97762
The Shiver Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4c003aaa26ee9.jpg,X14341X14341
The Spike,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N31054N31054
The Stranger,,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c0030fd08ad6.jpg,K85595K85595
The Twelve,,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/4ce5a4acdfe22.jpg,M45941M45941
The Watchers,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F84315F84315
Thena,"Thena, a second generation Eternal, is the eldest daughter of Zuras, leader of the Eternals of Earth, and Cybele, and although she has lived for more than 4,000 years, she is still considered a young woman by Eternal standards.",http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f2a83a8c.jpg,Q76116Q76116
Thing,"The radiation that mutated Reed Richards, Sue Storm and Johnny Storm into superhuman beings had also mutated Ben Grimm, transforming him into a grotesque, rock-hided strongman dubbed the Thing.",http://i.annihil.us/u/prod/marvel/i/mg/9/00/527bb4d36b5c2.jpg,S82021S82021
Thing (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/20/5239be1a26d18.jpg,A24436A24436
Thing (Ultimate),"When the time came for Reed Richards to demonstrate his teleportation device, his old friend Ben Grimm was invited to observe, but the device malfunctioned and Ben woke up in Mexico City, transformed into a rocky, brutish Thing.",http://i.annihil.us/u/prod/marvel/i/mg/f/40/4c0032a542533.jpg,G23826G23826
Thor,"As the Norse God of thunder and lightning, Thor wields one of the greatest weapons ever made, the enchanted hammer Mjolnir. While others have described Thor as an over-muscled, oafish imbecile, he's quite smart and compassionate.  He's self-assured, and he would never, ever stop fighting for a worthwhile cause.",http://i.annihil.us/u/prod/marvel/i/mg/d/d0/5269657a74350.jpg,P42436P42436
Thor (Goddess of Thunder),"<p class=""Body"">When the Odinson lost his ability to wield Mjolnir, the role of Thor, God of Thunder, was left unoccupied&hellip;albeit for a short time. A mysterious female figure picked up the hammer with ease, changing the inscription to fit her status as the Goddess of Thunder.</p>",http://i.annihil.us/u/prod/marvel/i/mg/4/10/545a857a38f92.jpg,W34178W34178
Thor (MAA),"Thor is the Asgardian Prince of Thunder, the son of Odin, and the realm's mightiest warrior. He loves the thrill of battle and is always eager to show off his power to the other Avengers, especially the Hulk. Thor's legendary Uru hammer, Mjolnir, gives him the power to control thunder and the ability to fly. He's found a new home on Earth and will defend it as his own... even if he doesn't understand its sayings and customs.",http://i.annihil.us/u/prod/marvel/i/mg/2/03/52321948a51f2.jpg,L29185L29185
Thor (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5239be0b8ecd1.jpg,N69779N69779
Thor (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/5239bf547de26.jpg,L51408L51408
Thor (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/c/03/5239b58b84821.jpg,B75518B75518
Thor (Ultimate),"He claims he is the legendary Norse thunder deity Thor, sent to Earth by his father Odin, but official records say he is Thorlief Golmen, who stole his scientist brother Gunnar Golmen's super-soldier technology after suffering a nervous breakdown.",http://i.annihil.us/u/prod/marvel/i/mg/3/80/5317738e6dc12.jpg,Y56715Y56715
Thor Girl,"Tarene, aware of her true nature as the Designate, a being foretold to elevate all life to greatness, sought adventure and, using Thor as a template, transformed herself into an Asgardian goddess and journeyed to Earth.",http://i.annihil.us/u/prod/marvel/i/mg/9/e0/526957cdcf6d1.jpg,S77068S77068
Thunderball,"Dr. Eliot Franklin was a genius-level physicist who was forced to turn to crime and helped form the Wrecking Crew alongside the Wrecker, Bulldozer and Piledriver.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M83449M83449
Thunderbird (John Proudstar),"An exceptionally strong and vigorous athlete in his youth, John Proudstar&rsquo;s mutant abilities first manifested when he wrestled a charging bison to save a young girl.",http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c003aa43b1ec.jpg,J62096J62096
Thunderbird (Neal Shaara),"Coming from an affluent family and the son of a Calcuttan police chief, Indian national Neal Shaara has not been a follower of Charles Xavier's philosophies for long, but appears to be one of their most dedicated supporters, nonetheless.",http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4c003aa0d9cf9.jpg,X47068X47068
Thunderbolt (Bill Carver),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N80641N80641
Thunderbolt Ross,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce59e13db02c.jpg,D62377D62377
Thunderbolts,"After a battle with Onslaught left the world without the majority of the heroes that made it feel safe, Baron Zemo devised a plan like no other in order to rule the world. Zemo gathered Beetle, Fixer, Goliath, Moonstone, and Screaming Mimi, all former members of the Masters of Evil, together to disguise themselves as a new heroic team in order to take advantage of the missing heroes and gain the trust of the authorities and public in general. ",http://i.annihil.us/u/prod/marvel/i/mg/b/a0/50fec50a26dc1.jpg,W65453W65453
Thundra,"Thundra was quite possibly her world's greatest female specimens, and as she won countless battles against the men, she was revered as the Sisterhood's greatest hero.",http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce5a61df19e5.jpg,E40474E40474
Tiger Shark,"A champion Olympic swimmer, Todd Arliss earned nearly half million dollars in advances for public exhibitions, but his dreams came crashing down around him when he injured his back and legs while rescuing a man who had fallen overboard from a private craft, sending Arliss into the arms of Dr. Lemuel Dorcas, who used his ""morphotron,"" which could imprint the genetic pattern of an animal onto a human, turning Arliss into a superhuman, amphibious creature.",http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c003a9db2f77.jpg,D37614D37614
Tiger's Beautiful Daughter,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4ce5a59d27a81.jpg,F21925F21925
Tigra (Greer Nelson),"Although she was able to use the cat's-head amulet to change back to her human form, Greer Nelson became so accustomed to and enamored of her feline form that she seldom made the transformation.",http://i.annihil.us/u/prod/marvel/i/mg/3/e0/526957bb909b3.jpg,N38634N38634
Timeslip,"As a young child, Rina Patel experienced visions of her future, though she eventually learned to control this, triggering visions of specific times, and she realized she was swapping her consciousness across time.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I86063I86063
Tinkerer,The Tinkerer is an ordinary man who has an extraordinary talent for anything mechanical.,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c002e3aaf52e.jpg,Y95825Y95825
Tippy Toe,"After the senseless murder of Squirrel Girl’s first partner Monkey Joe, Tippy Toe remained by Squirrel Girl’s side and became her new partner.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N37941N37941
Titania,"Despondent and hopeless after it was discovered that she was not, in fact, Spider-Woman, Mary MacPherran encountered Doctor Doom, who offered her a chance to become superpowered in exchange for joining his army, to which Mary readily agreed, and Doom transformed her into Titania.",http://i.annihil.us/u/prod/marvel/i/mg/1/20/526957a91a469.jpg,T74037T74037
Titanium Man (Topolov),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/528d368ab3f46.jpg,S52950S52950
Toad,"British-born Mortimer Toynbee, abandoned by his parents so early in childhood that he cannot remember them, was placed in an orphanage where the other children, who regarded him as a freak due to his ugliness, his unusual physique and his leaping ability, continually tormented him.",http://i.annihil.us/u/prod/marvel/i/mg/e/f0/53ad8faa127fa.jpg,V78824V78824
Toad Men,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q96516Q96516
Tomas,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E51318E51318
Tombstone,"Known as Tombstone, Lonnie Lincoln filed his teeth to points to add to his already intimidating image and honed his fighting skills in numerous street fights.",http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c003a981c496.jpg,S88562S88562
Tomorrow Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J73408J73408
Tony Stark,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y28151Y28151
Toro (Thomas Raymond),"As the Torch approached Toro, his presence caused Toro to burst into flame like the Torch himself, but while remaining unharmed, causing the Torch to realize that Toro had the same powers that he himself did.",http://i.annihil.us/u/prod/marvel/i/mg/6/10/4e7a2165364ca.jpg,V61248V61248
Toxin,NYPD Officer Patrick Mulligan was implanted with a symbiote offspring during a chance encounter with Carnage.,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c003a94e668a.jpg,F95142F95142
Toxin (Eddie Brock),,http://i.annihil.us/u/prod/marvel/i/mg/9/80/52bc827d4ed09.jpg,F57975F57975
Trauma,Terrance Ward was drafted into the Initiative training program because of his telepathic and shape-shifting abilities.,http://i.annihil.us/u/prod/marvel/i/mg/a/00/528d367cdee38.jpg,V15912V15912
Trevor Fitzroy,"Born 70 years in the future, Fitzroy was a trainee in the X.S.E., but he became Bishop's nemesis after he set up Bishop's sister Shard, and had her killed before fleeing to the 20th century.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E19424E19424
Triathlon,"After being exposed as a steroid user and stripped of his awards, gifted sprinter Delroy Garrett Jr. sought new direction in the Triune Understanding, a philosophical movement that preaches the fulfillment of one's innate potential by balancing various aspects of environment and self, after which he developed a superhuman triple-powered physique, and, believing the Triune teachings had unlocked his latent powers, Garrett became the costumed hero Triathlon and celebrity spokesman for the Triune Understanding.",http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4c7c64195cbb9.jpg,E39471E39471
Trish Tilby,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,D36517D36517
Triton,Triton is a member of the Inhumans.,http://i.annihil.us/u/prod/marvel/i/mg/6/90/528d367108dfb.jpg,I61704I61704
True Believers,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C53596C53596
Turbo,"As Turbo, young journalist Michiko Musashi is the latest in a line of heroes who have worn the turbine-powered flying armor.",http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c00322ddea0c.jpg,R73198R73198
Tusk,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X38509X38509
Two-Gun Kid,,http://i.annihil.us/u/prod/marvel/i/mg/9/70/4ce5a390b929b.jpg,C31412C31412
Tyger Tiger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S33907S33907
Typhoid Mary,"Typhoid Mary, an enemy and former lover of Daredevil with psionic powers, including telekinesis, is also truly gravely mentally ill and not entirely responsible for her actions.",http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c00390aa2403.jpg,E41889E41889
Tyrannus,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F33252F33252
U-Foes,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002e56c5cd1.jpg,W61143W61143
U-Go Girl,"After a failed attempt at starting an acting career, Edie Sawyer turned to a life of crime until she learned of a new media savvy team of superhuman mutants named X-Force, and she decided to become a superhero.",http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003a91d4fe1.jpg,E20292E20292
U.S. Agent,"With the end of the Vietnam War, John Walker thought his dreams of becoming a war hero had also ended, until he learned of the Power Broker, who could give anyone superhuman powers, which Walker used to first become Super-Patriot and later, U.S. Agent.",http://i.annihil.us/u/prod/marvel/i/mg/c/90/535febe8b095a.jpg,M75789M75789
Uatu The Watcher,Uatu grew so fond of the lifeforms he observed that he occasionally violated his vow of non-interference when Earth's existence was threatened.,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5274135912e8d.jpg,V38166V38166
Ulik,"Ulik was a Rock Troll from the realm known as Nornheim, located underground within the dimension of Asgard.",http://i.annihil.us/u/prod/marvel/i/mg/3/c0/4d3f3b2078758.jpg,R60583R60583
Ultimate Spider-Man (USM),"For the past year, Peter Parker has been saving New York City from villains as the masked hero, Spider-Man. Facing thugs and evil geniuses alike, he learns how to balance heroics with homework and friends. Despite being a Super Hero, Peter is very much an average 16-year-old.  With the added responsibilities of being Spider-Man, juggling all the aspects of his life will continually challenge him.                                                                 

When S.H.I.E.L.D. Director, Nick Fury, offers Peter the chance to raise his game and become THE ULTIMATE SPIDER-MAN, Midtown High becomes a secret operations base for Spider-Man and other young heroes under the watchful eye of Fury and the schoolâ€™s new principal, Agent Coulson. ",http://i.annihil.us/u/prod/marvel/i/mg/2/50/5232171a451bb.jpg,A17599A17599
Ultimates,,http://i.annihil.us/u/prod/marvel/i/mg/2/04/4dd2e7ded884f.jpg,L73470L73470
Ultimatum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,G47870G47870
Ultimo,"Ultimo was a robotic construct that was developed several thousand years ago on an unknown world, which the Mandarin eventually discovered and claimed as his own creation.",http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c002e5d2432b.jpg,Q91805Q91805
Ultra-Adaptoid,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,U15654U15654
Ultragirl (Earth-93060),,http://i.annihil.us/u/prod/marvel/i/mg/4/30/5269579e423ed.jpg,Z25750Z25750
Ultron,"Arguably the greatest and certainly the most horrific creation of scientific genius Dr. Henry Pym, Ultron is a criminally insane rogue sentient robot dedicated to conquest and the extermination of humanity.",http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a838e93c0.jpg,D41871D41871
Umar,"Umar and her sibling Dormammu gathered matter to themselves to increase their power, a practice anathema to their fellow Faltine who consider energy to be superior to matter.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V11379V11379
Unicorn,"Milos Masaryk, a Soviet intelligence agent assigned as a security guard for Anton Vanko, a Soviet inventor who developed the Crimson Dynamo armor, was tasked by the Soviet government to retrieve Vanko after he defected to the United States.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c0035bc1dcf1.jpg,V29456V29456
Union Jack (Brian Falsworth),"Imprisoned in Germany during WWII, Brian Falsworth shared a cell with a German scientist who had tried to recreate the super-soldier serum, but didn't want it to fall into Nazi hands, so he gave his only sample to Brian, who gained enhanced strength, speed, stamina and reflexes.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z94394Z94394
Union Jack (Joseph Chapman),"Joey Chapman, the new Union Jack continued to fight evil, both alone and as a member of the Knights of Pendragon and the new Invaders.",http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c0038d27694a.jpg,W38435W38435
Union Jack (Montgomery Falsworth),"During World War I, Lord Montgomery Falsworth was recruited by the British army to become one of the first public superhero champions: Union Jack.",http://i.annihil.us/u/prod/marvel/i/mg/2/10/4c0032a211f54.jpg,R44837R44837
Unus,"Angelo Unuscione is a mutant whose powers did not surface until adolescence, when he first used them as a school bully and later as a small time criminal before immigrating to America and using his ability to create a virtually impenetrable force field around himself to launch a career as a flamboyant, invincible costumed wrestler known by the stage name of Unus the Untouchable.",http://i.annihil.us/u/prod/marvel/i/mg/6/00/4c003a847f5d2.jpg,N16002N16002
Unus (Age of Apocalypse),Unus worked for Apocalypse and was sent into Old New York City to search for any remaining humans there and to kill them.,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/536165c7d94ae.jpg,Y30340Y30340
Unus (House of M),Unus is an agent for the House of M royal family.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F24285F24285
Unus (Ultimate),"Unus worked with the Brotherhood of Mutants and with Magneto directly, projecting Magneto's image to allow him to converse with Charles Xavier without a face-to-face meeting.",http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.jpg,I61522I61522
Valeria Richards,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4d541255f088a.jpg,B20820B20820
Valkyrie (Exiles),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K72905K72905
Valkyrie (Samantha Parrington),"Amora magically transformed Samantha Parrington into a raging, man-hating facsimile of the Asgardian warrior goddess Brunnhilde the Valkyrie, whose form and might Amora could replicate at will, having trapped Brunnhilde's soul in a mystical crystal centuries earlier.",http://i.annihil.us/u/prod/marvel/i/mg/c/00/535fed8a3a00f.jpg,N57082N57082
Valkyrie (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53177396dc74f.jpg,A35888A35888
Vampiro,"Vampiro, part of the race known as the Eternals, lived on Earth for many years, eventually taking a wife and making a career for himself as a professional wrestler.",http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c002f27b9a1e.jpg,W55672W55672
Vance Astro,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q84379Q84379
Vanisher (Age of Apocalypse),Vanisher worked for Apocalypse.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P52370P52370
Vanisher (Telford Porter),Nothing is known about the Vanisher's past before he embarked on a one-man crime wave of spectacular thefts using his power of self-teleportation.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W29819W29819
Vanisher (Ultimate),Vanisher is a mutant with the power to teleport himself and possibly others across an undefined amount of distance who was recruited by Magneto into his Brotherhood of Mutants.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J44194J44194
Vapor,"Vapor, along with her brother, was among the small group led by Simon Utrecht to simulate the crash that gave the Fantastic Four their powers, and has remained with the U-Foes ever since.",http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c002e541867f.jpg,A97029A97029
Vargas,"Vargas claimed that mutants are deviations from the norm, an evolutionary dead end nature explored until it found the true path for the next step in mutant kinds development, the legitimate Homo Sapiens Superior, namely, himself.",http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c003a81cef50.jpg,J30163J30163
Vector,"Simon Utrecht wanted superhuman powers in order to persue personal power and gain, and commissioned a project that would ultimately simulate the crash that gave the Fantastic Four their powers; he has remained with the U-Foes ever since.",http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c0035a7dd04d.jpg,X40724X40724
Veda,"Magdalena Marie Neuntauben became an accomplished martial artist, then a model, and later an actress, from which she donated all of her proceeds to her charity, which made her a prime candidate for recruitment into the Order.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I54365I54365
Vengeance (Michael Badilino),"Michael Badilino became consumed with gaining vengeance on Ghost Rider for what happened to his family, and the demon Mephisto granted him the power with which to do so, transforming him into Vengeance.",http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3655b9f06.jpg,L52814L52814
Venom (Flash Thompson),"Flash Thompson was the high school bully of Peter Parker while also being one of Spider-Man's biggest fans. After losing his legs during military service, he became the new Venom, working as an operative of the United States government.",http://i.annihil.us/u/prod/marvel/i/mg/7/80/5269668c7d5df.jpg,R69200R69200
Venom (Mac Gargan),"One of Spider-Man's oldest enemies, Mac Gargan has recently abandoned his Scorpion suit and identity and bonded with the alien symbiote that had previously been hosted by Peter Parker and Eddie Brock, becoming the new Venom.",http://i.annihil.us/u/prod/marvel/i/mg/5/50/531773a2ac20a.jpg,V56396V56396
Venom (Ultimate),"While Eddie Brock’s academic career seemed to take off, his personal life was in shambles due to his quick temper and inability to connect with women on any level, and Eddie became isolated, but when his old friend Peter Parker contacted him, he felt a rush of enthusiasm: here, at last, was someone with whom he could truly bond.",http://i.annihil.us/u/prod/marvel/i/mg/e/10/531773a976816.jpg,E62366E62366
Venus (Siren),"During her time as an adventurer, Venus was approached by FBI agent Jimmy Woo, and she agreed to join Jimmy and his allies in freeing President Eisenhower from the clutches of the Yellow Claw.",http://i.annihil.us/u/prod/marvel/i/mg/f/f0/535ff36a8fbef.jpg,K26476K26476
Venus Dee Milo,"When Dee Milo was a teenager, her mutant powers manifested, transforming her into a being of energy and seemingly killing her entire family in the resultant explosion, after which she was found by Professor Charles Xavier, mutant mentor and researcher, and Xavier designed a special containment suit that helped her regain some level of humanity.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B71456B71456
Vermin (Edward Whelan),"Edward Whelan was found roaming the streets of New York by Baron Helmut Zemo, who subjected Whelan to Zemo's genetic experiments, which granted him superhuman strength, but, in the process of the mutation, he manifested a rat-like physical appearance, and was called Vermin.",http://i.annihil.us/u/prod/marvel/i/mg/3/b0/528d3638185cb.jpg,Z13466Z13466
Vertigo (Savage Land Mutate),"Vertigo was a native of the Savage Land and mutated by the mutant known as Magneto, granting her the power to alter the perceptions of others.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V39897V39897
Victor Mancha,,http://i.annihil.us/u/prod/marvel/i/mg/b/10/4c0030f13bcaf.jpg,Y73416Y73416
Victor Von Doom,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P77421P77421
Vin Gonzales,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K17544K17544
Vindicator,"Heather McNeil-Hudson married James Hudson, founder of Canadian super-team, Alpha Flight, and donned a version of his Vindicator armor after his death.",http://i.annihil.us/u/prod/marvel/i/mg/3/b0/4c003a7f39967.jpg,G13342G13342
Violations,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I89469I89469
Viper,"After the apparent death of Baron von Strucker, Viper took the name Madame Hydra and took control of the New York-based faction of Hydra.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C92847C92847
Virginia Dare,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O50451O50451
Vision,The metal monstrosity called Ultron created the synthetic humanoid known as the Vision from the remains of the original android Human Torch of the 1940s to serve as a vehicle of vengeance against the Avengers.,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/5111527040594.jpg,Q84856Q84856
Vivisector,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,L61431L61431
Vulcan (Gabriel Summers),Vulcan is the third Summers brother and an Omega-level mutant who was thought long-dead by Professor X.,http://i.annihil.us/u/prod/marvel/i/mg/3/80/528d3629c2a91.jpg,L57255L57255
Vulture (Adrian Toomes),Adrian Toomes is a former electronics engineer who employs a special harness of his own design that allows him to fly and endows him with enhanced strength.,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003a7929d28.jpg,O53141O53141
Vulture (Blackie Drago),"Adrian Toomes, the Vulture, told his cellmate, Blackie Drago, the location of his Vulture costume.",http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c00329c0dc23.jpg,W83439W83439
Wallflower,"Laurie Collins began to involuntarily manipulate anyone around her once her genetic mutation manifested, unable to control its effects.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H62603H62603
Wallop,"Walter was born, presumably in the decade of 1910s, into the ClanDestine-- his father, the immortal Adam Destine and his mother a magical genie.",http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c002ef63d1e4.jpg,E42292E42292
Wallow,"Max Pressman murdered his wife and attempted to murder his two children Michael and Melinda, but after police officer shot him before he could so, Pressman returned as a ghost-like entity, with only the face of Melinda's doll as his own.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z29879Z29879
War (Abraham Kieros),"A young veteran wounded during the Vietnam War, Abraham Kieros was selected by Apocalypse to become the Horseman War.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K98129K98129
War Machine (Iron Man 3 - The Official Game),,http://i.annihil.us/u/prod/marvel/i/mg/3/80/5239c15d562d6.jpg,R34809R34809
War Machine (James Rhodes),"<span style=""color: #333333; font-family: &amp;amp;amp; font-size: 14.4px; letter-spacing: normal; line-height: normal; background-color: #eeeeee;"">U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine.""</span>",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I54510I54510
War Machine (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/c/03/5239b57a59812.jpg,R35897R35897
